device_id,imei_hash,sim_slot_count,accounts_per_device,ip_geolocation,is_emulator_or_rooted,first_seen,last_seen
DEV007962,IMEI463625590203,1,1,Maharashtra,0,2023-01-23,2024-09-19
DEV007963,IMEI403499855329,1,1,Karnataka,0,2023-03-10,2024-10-21
DEV007964,IMEI173386687568,1,1,West Bengal,0,2023-01-28,2024-02-09
DEV007965,IMEI761769743362,1,1,Rajasthan,0,2023-10-22,2024-09-16
DEV007966,IMEI211188813425,1,1,Karnataka,0,2023-02-27,2024-05-24
DEV007967,IMEI117532103974,1,1,Delhi,0,2023-07-26,2024-07-17
DEV007968,IMEI531526582568,1,1,Rajasthan,0,2023-06-16,2024-05-30
DEV007969,IMEI59007948807,1,1,Tamil Nadu,1,2023-09-07,2024-07-08
DEV007970,IMEI196786612108,1,1,Maharashtra,1,2023-04-22,2024-09-23
DEV007971,IMEI551538394538,1,1,Maharashtra,0,2023-06-15,2024-02-21
DEV007972,IMEI591336148813,1,1,Delhi,0,2023-08-06,2024-03-30
DEV007973,IMEI868436397934,1,1,West Bengal,1,2023-07-14,2024-02-28
DEV007974,IMEI279099310399,1,1,Gujarat,0,2023-06-18,2024-02-24
DEV007975,IMEI521891968067,1,1,Maharashtra,0,2023-02-15,2024-03-13
DEV007976,IMEI872781607642,1,1,Uttar Pradesh,0,2023-03-26,2024-06-28
DEV007977,IMEI321166203994,1,1,Andhra Pradesh,0,2023-02-22,2024-01-19
DEV007978,IMEI504561779536,1,1,Telangana,0,2023-07-11,2024-10-07
DEV007979,IMEI868580458882,1,1,Telangana,0,2023-06-19,2024-09-18
DEV007980,IMEI191175086775,2,2,Maharashtra,1,2023-04-25,2024-07-02
DEV007981,IMEI433106017098,1,1,Andhra Pradesh,0,2023-03-24,2024-09-25
DEV007982,IMEI915395177433,1,1,Andhra Pradesh,0,2023-01-04,2024-05-17
DEV007983,IMEI371018038967,1,1,Uttar Pradesh,0,2023-07-12,2024-07-06
DEV007984,IMEI504797563160,1,1,Uttar Pradesh,0,2023-08-24,2024-07-02
DEV007985,IMEI987884364922,1,1,Maharashtra,0,2023-03-20,2024-02-28
DEV007986,IMEI292342957974,1,1,Uttar Pradesh,0,2023-08-30,2024-04-17
DEV007987,IMEI348036196526,1,1,Uttar Pradesh,0,2023-10-01,2024-05-17
DEV007988,IMEI322751184751,1,1,Karnataka,1,2023-03-04,2024-10-23
DEV007989,IMEI152376092299,1,1,Tamil Nadu,0,2023-08-13,2024-07-10
DEV007990,IMEI818986495199,1,1,Delhi,0,2023-03-25,2024-01-28
DEV007991,IMEI276465522167,1,1,Tamil Nadu,0,2023-08-10,2024-08-28
DEV007992,IMEI829410727166,1,1,Karnataka,1,2023-01-13,2024-02-27
DEV007993,IMEI815479964532,1,1,Maharashtra,0,2023-09-25,2024-02-16
DEV007994,IMEI719627816154,1,1,Telangana,0,2023-09-08,2024-09-28
DEV007995,IMEI302781428661,1,1,Tamil Nadu,0,2023-10-03,2024-10-27
DEV007996,IMEI309899656868,1,1,Karnataka,1,2023-04-12,2024-01-21
DEV007997,IMEI634408439579,1,1,Rajasthan,0,2023-01-09,2024-09-27
DEV007998,IMEI432500829104,1,1,Gujarat,0,2023-02-08,2024-06-04
DEV007999,IMEI897850662167,1,1,Rajasthan,0,2023-07-26,2024-04-15
DEV008000,IMEI678646832761,1,1,Delhi,0,2023-07-24,2024-07-10
DEV008001,IMEI227171539692,1,1,Maharashtra,0,2023-06-22,2024-10-11
DEV008002,IMEI223541920568,1,1,Gujarat,0,2023-07-10,2024-01-18
DEV008003,IMEI791948662774,1,1,Uttar Pradesh,0,2023-03-16,2024-06-03
DEV008004,IMEI490756926978,1,1,Tamil Nadu,0,2023-07-18,2024-07-31
DEV008005,IMEI586820934364,1,1,Maharashtra,0,2023-04-20,2024-05-07
DEV008006,IMEI914798008573,1,1,Andhra Pradesh,0,2023-09-25,2024-10-23
DEV008007,IMEI714767903359,1,1,Maharashtra,0,2023-08-09,2024-05-07
DEV008008,IMEI908321844039,1,1,Rajasthan,0,2023-04-29,2024-04-30
DEV008009,IMEI293221377090,1,1,Rajasthan,0,2023-06-09,2024-05-16
DEV008010,IMEI608840548073,1,1,Tamil Nadu,0,2023-04-19,2024-10-13
DEV008011,IMEI299715486211,1,1,Gujarat,0,2023-06-28,2024-06-05
DEV008012,IMEI845022352116,1,1,Telangana,0,2023-04-11,2024-10-14
DEV008013,IMEI915926161153,1,1,Andhra Pradesh,0,2023-05-07,2024-10-10
DEV008014,IMEI884451732513,1,1,Tamil Nadu,0,2023-05-16,2024-06-05
DEV008015,IMEI832784355095,1,1,Andhra Pradesh,0,2023-03-19,2024-04-17
DEV008016,IMEI835311089589,1,1,Tamil Nadu,0,2023-07-05,2024-08-11
DEV008017,IMEI315070323292,1,1,West Bengal,0,2023-07-05,2024-08-01
DEV008018,IMEI455385370217,1,1,Tamil Nadu,0,2023-03-24,2024-06-23
DEV008019,IMEI423305707150,1,1,Tamil Nadu,0,2023-06-07,2024-04-18
DEV008020,IMEI716410975084,1,1,Andhra Pradesh,0,2023-05-21,2024-01-17
DEV008021,IMEI233264637199,1,1,Andhra Pradesh,0,2023-01-24,2024-01-03
DEV008022,IMEI252534988476,1,1,Delhi,0,2023-07-19,2024-09-13
DEV008023,IMEI622807384126,1,1,Uttar Pradesh,0,2023-03-06,2024-06-05
DEV008024,IMEI313547163216,1,1,Tamil Nadu,0,2023-01-20,2024-06-15
DEV008025,IMEI60743354848,1,1,West Bengal,0,2023-02-16,2024-04-02
DEV008026,IMEI728555720646,1,1,Gujarat,1,2023-09-16,2024-02-09
DEV008027,IMEI599565330876,1,1,Andhra Pradesh,0,2023-01-26,2024-08-29
DEV008028,IMEI783297362343,1,1,Maharashtra,0,2023-01-29,2024-07-26
DEV008029,IMEI971695332962,1,2,Rajasthan,0,2023-08-19,2024-06-16
DEV008030,IMEI482803646870,1,1,Telangana,0,2023-04-06,2024-05-22
DEV008031,IMEI778949082175,1,1,Andhra Pradesh,0,2023-05-10,2024-01-16
DEV008032,IMEI740678634422,1,1,Maharashtra,0,2023-01-01,2024-09-06
DEV008033,IMEI700684819466,1,1,Rajasthan,0,2023-09-08,2024-10-18
DEV008034,IMEI769992995496,1,1,Delhi,0,2023-02-22,2024-03-21
DEV008035,IMEI319632861695,1,1,Uttar Pradesh,0,2023-02-09,2024-07-10
DEV008036,IMEI233341991687,1,1,Karnataka,0,2023-04-13,2024-05-26
DEV008037,IMEI564653678025,1,1,Karnataka,0,2023-03-23,2024-02-15
DEV008038,IMEI825877232106,1,1,Delhi,0,2023-06-20,2024-02-09
DEV008039,IMEI215196374813,1,1,Maharashtra,0,2023-10-28,2024-08-04
DEV008040,IMEI492144223920,1,1,Uttar Pradesh,0,2023-04-05,2024-05-25
DEV008041,IMEI693778471329,1,1,Andhra Pradesh,1,2023-03-14,2024-07-19
DEV008042,IMEI726620116906,1,1,Maharashtra,0,2023-03-14,2024-09-12
DEV008043,IMEI356594124781,1,1,Uttar Pradesh,0,2023-09-04,2024-05-19
DEV008044,IMEI292327473967,1,1,Tamil Nadu,1,2023-05-07,2024-06-27
DEV008045,IMEI240381508845,1,1,Delhi,0,2023-01-01,2024-02-29
DEV008046,IMEI870874885131,1,1,Andhra Pradesh,0,2023-03-31,2024-08-05
DEV008047,IMEI170470871710,1,1,Tamil Nadu,0,2023-02-22,2024-02-02
DEV008048,IMEI425608669832,1,1,Andhra Pradesh,0,2023-01-08,2024-10-08
DEV008049,IMEI176066513508,1,1,Telangana,0,2023-08-10,2024-09-23
DEV008050,IMEI3735545937,1,1,Maharashtra,0,2023-08-02,2024-08-22
DEV008051,IMEI808687467590,1,1,Uttar Pradesh,0,2023-04-21,2024-04-01
DEV008052,IMEI717982986694,1,1,Tamil Nadu,0,2023-09-28,2024-02-03
DEV008053,IMEI249153413267,1,1,Tamil Nadu,0,2023-04-13,2024-07-18
DEV008054,IMEI81815415131,1,1,Gujarat,1,2023-04-10,2024-01-17
DEV008055,IMEI44763331709,1,1,Delhi,0,2023-07-14,2024-01-02
DEV008056,IMEI584571343637,1,1,Uttar Pradesh,1,2023-05-28,2024-10-11
DEV008057,IMEI303794422947,1,1,Uttar Pradesh,0,2023-04-25,2024-07-30
DEV008058,IMEI865496207570,1,1,Delhi,0,2023-07-30,2024-10-03
DEV008059,IMEI87872378007,1,1,Tamil Nadu,1,2023-07-25,2024-03-19
DEV008060,IMEI638063747952,1,1,Delhi,0,2023-03-11,2024-01-22
DEV008061,IMEI613860312648,1,1,Uttar Pradesh,0,2023-09-14,2024-03-23
DEV008062,IMEI143817984400,1,2,Tamil Nadu,0,2023-10-13,2024-06-26
DEV008063,IMEI739820007982,1,1,Rajasthan,1,2023-08-21,2024-10-20
DEV008064,IMEI11688843587,1,1,Uttar Pradesh,1,2023-08-08,2024-09-15
DEV008065,IMEI734764167009,1,1,Delhi,0,2023-10-20,2024-10-15
DEV008066,IMEI986242748676,1,1,West Bengal,0,2023-08-05,2024-01-01
DEV008067,IMEI655099229900,1,1,Karnataka,1,2023-08-02,2024-08-12
DEV008068,IMEI807856754771,1,1,Telangana,0,2023-04-06,2024-04-05
DEV008069,IMEI508857504534,1,1,Maharashtra,0,2023-03-15,2024-06-03
DEV008070,IMEI841018402326,1,1,Telangana,0,2023-09-12,2024-09-13
DEV008071,IMEI320779419073,1,1,Maharashtra,0,2023-07-03,2024-04-03
DEV008072,IMEI991951870558,1,1,West Bengal,0,2023-05-31,2024-09-19
DEV008073,IMEI891937080277,1,1,Gujarat,0,2023-01-04,2024-01-28
DEV008074,IMEI203868061622,1,1,Andhra Pradesh,0,2023-03-04,2024-02-07
DEV008075,IMEI976064111859,1,1,Gujarat,0,2023-06-24,2024-03-04
DEV008076,IMEI356423812979,1,1,Delhi,0,2023-10-14,2024-01-08
DEV008077,IMEI193325836809,1,1,Tamil Nadu,1,2023-04-17,2024-07-23
DEV008078,IMEI106663132100,1,1,Rajasthan,0,2023-07-19,2024-02-24
DEV008079,IMEI815733504421,1,1,Delhi,0,2023-06-10,2024-05-15
DEV008080,IMEI514038916685,1,1,West Bengal,0,2023-01-22,2024-01-28
DEV008081,IMEI758096718755,1,1,Delhi,0,2023-09-08,2024-07-25
DEV008082,IMEI704295431907,1,1,Delhi,0,2023-01-28,2024-02-22
DEV008083,IMEI730566376702,1,1,Tamil Nadu,0,2023-04-11,2024-02-29
DEV008084,IMEI43684984244,1,1,Uttar Pradesh,0,2023-03-18,2024-06-01
DEV008085,IMEI523168944909,1,1,Maharashtra,0,2023-09-12,2024-08-21
DEV008086,IMEI794615843014,1,1,Uttar Pradesh,1,2023-10-07,2024-04-20
DEV008087,IMEI301773311458,1,1,Delhi,0,2023-09-10,2024-06-20
DEV008088,IMEI807878208156,1,1,Karnataka,1,2023-10-26,2024-09-05
DEV008089,IMEI180983716793,1,1,Tamil Nadu,0,2023-08-02,2024-01-06
DEV008090,IMEI209796890873,1,1,West Bengal,0,2023-03-18,2024-03-31
DEV008091,IMEI59364070969,1,1,Karnataka,0,2023-05-28,2024-01-14
DEV008092,IMEI876043731885,1,1,Tamil Nadu,0,2023-07-09,2024-09-27
DEV008093,IMEI93439586555,1,1,Maharashtra,0,2023-04-28,2024-03-26
DEV008094,IMEI707073625195,1,1,Maharashtra,0,2023-03-02,2024-06-15
DEV008095,IMEI954522324045,1,1,Delhi,0,2023-04-05,2024-09-14
DEV008096,IMEI386158807132,1,1,Andhra Pradesh,0,2023-06-03,2024-06-14
DEV008097,IMEI712482302122,1,1,Uttar Pradesh,0,2023-06-30,2024-07-26
DEV008098,IMEI232004854004,1,1,Delhi,0,2023-07-15,2024-07-10
DEV008099,IMEI303033181567,1,1,Uttar Pradesh,0,2023-02-17,2024-03-07
DEV008100,IMEI60939714872,1,1,Maharashtra,0,2023-01-05,2024-02-16
DEV008101,IMEI651836975190,1,1,Maharashtra,0,2023-08-02,2024-04-30
DEV008102,IMEI534067318017,1,1,Karnataka,0,2023-04-19,2024-04-30
DEV008103,IMEI114238401282,1,1,Maharashtra,1,2023-09-23,2024-07-20
DEV008104,IMEI449232327803,1,1,West Bengal,1,2023-05-10,2024-06-18
DEV008105,IMEI466549022793,1,1,Karnataka,0,2023-09-19,2024-02-09
DEV008106,IMEI989776866506,1,1,Maharashtra,0,2023-03-13,2024-07-30
DEV008107,IMEI765965932898,1,1,Uttar Pradesh,0,2023-03-02,2024-08-22
DEV008108,IMEI130385775812,1,1,Delhi,0,2023-06-06,2024-02-07
DEV008109,IMEI55601898173,1,1,Maharashtra,1,2023-05-27,2024-07-08
DEV008110,IMEI709396286286,1,1,Rajasthan,0,2023-01-13,2024-01-19
DEV008111,IMEI422612980942,1,1,West Bengal,0,2023-06-25,2024-02-08
DEV008112,IMEI933352930305,1,1,Uttar Pradesh,0,2023-02-10,2024-01-17
DEV008113,IMEI564958722312,1,1,Tamil Nadu,0,2023-09-16,2024-03-12
DEV008114,IMEI945451851571,1,1,Maharashtra,0,2023-10-11,2024-06-16
DEV008115,IMEI467534482610,1,1,Telangana,0,2023-09-04,2024-01-14
DEV008116,IMEI613655127923,1,1,Tamil Nadu,0,2023-05-19,2024-05-23
DEV008117,IMEI197106245325,1,1,Uttar Pradesh,0,2023-03-26,2024-02-02
DEV008118,IMEI807718207195,1,1,Uttar Pradesh,0,2023-08-23,2024-01-15
DEV008119,IMEI969012096799,1,1,Telangana,0,2023-10-07,2024-06-21
DEV008120,IMEI190740217399,1,2,Maharashtra,1,2023-07-06,2024-01-19
DEV008121,IMEI213175769908,1,1,Uttar Pradesh,0,2023-07-26,2024-01-28
DEV008122,IMEI982972396442,1,1,Gujarat,0,2023-04-30,2024-01-08
DEV008123,IMEI976510460311,1,1,Delhi,0,2023-01-26,2024-02-01
DEV008124,IMEI873614444160,1,1,Rajasthan,0,2023-04-14,2024-01-18
DEV008125,IMEI772268856542,1,1,Maharashtra,0,2023-02-21,2024-06-08
DEV008126,IMEI64237093588,1,1,Andhra Pradesh,0,2023-06-15,2024-04-04
DEV008127,IMEI599078253515,1,1,Telangana,0,2023-03-10,2024-05-31
DEV008128,IMEI401426208760,1,1,Maharashtra,0,2023-05-31,2024-02-11
DEV008129,IMEI489472106822,1,1,Gujarat,0,2023-06-09,2024-03-29
DEV008130,IMEI964599922885,1,1,Tamil Nadu,1,2023-07-04,2024-02-11
DEV008131,IMEI931800089553,1,1,West Bengal,0,2023-07-03,2024-04-27
DEV008132,IMEI961388996608,1,1,Maharashtra,1,2023-07-14,2024-07-06
DEV008133,IMEI783699305345,1,1,Telangana,0,2023-09-09,2024-02-16
DEV008134,IMEI884607145221,1,2,Karnataka,0,2023-08-02,2024-06-27
DEV008135,IMEI381629086554,1,1,West Bengal,0,2023-08-07,2024-08-12
DEV008136,IMEI759977864901,1,1,Karnataka,0,2023-07-19,2024-07-24
DEV008137,IMEI304319262756,1,1,West Bengal,0,2023-08-04,2024-07-29
DEV008138,IMEI175949463309,1,1,Rajasthan,0,2023-01-13,2024-01-19
DEV008139,IMEI225024274830,1,1,Karnataka,0,2023-07-04,2024-06-05
DEV008140,IMEI994982309841,1,1,Andhra Pradesh,0,2023-07-18,2024-09-24
DEV008141,IMEI444384645140,1,1,West Bengal,0,2023-04-27,2024-02-22
DEV008142,IMEI898832066736,1,1,Uttar Pradesh,0,2023-10-03,2024-06-03
DEV008143,IMEI11047314702,1,1,Tamil Nadu,0,2023-07-18,2024-09-26
DEV008144,IMEI175892883122,1,1,Delhi,1,2023-08-05,2024-05-23
DEV008145,IMEI119184930183,1,1,Karnataka,1,2023-05-26,2024-02-10
DEV008146,IMEI692561043322,1,1,Maharashtra,0,2023-07-18,2024-02-10
DEV008147,IMEI889647563053,1,1,Uttar Pradesh,1,2023-03-24,2024-07-14
DEV008148,IMEI145748762927,1,1,Karnataka,0,2023-03-14,2024-01-19
DEV008149,IMEI42151320451,1,1,Tamil Nadu,0,2023-08-30,2024-05-25
DEV008150,IMEI248423862054,1,1,Uttar Pradesh,0,2023-02-09,2024-04-04
DEV008151,IMEI132961048374,1,1,Rajasthan,0,2023-05-05,2024-01-03
DEV008152,IMEI107397948,1,1,Gujarat,0,2023-05-30,2024-03-19
DEV008153,IMEI140943061414,1,1,Maharashtra,1,2023-08-23,2024-08-16
DEV008154,IMEI668248173292,1,1,Telangana,0,2023-10-17,2024-02-05
DEV008155,IMEI945968380457,1,1,Telangana,0,2023-05-25,2024-03-02
DEV008156,IMEI56746079170,1,1,West Bengal,0,2023-02-16,2024-09-29
DEV008157,IMEI930999819310,1,1,Maharashtra,0,2023-08-25,2024-01-25
DEV008158,IMEI719563806739,1,1,West Bengal,0,2023-09-08,2024-10-02
DEV008159,IMEI835713093452,1,1,West Bengal,0,2023-04-04,2024-02-17
DEV008160,IMEI520255068466,1,1,Gujarat,1,2023-02-23,2024-01-22
DEV008161,IMEI750247392251,1,1,Andhra Pradesh,1,2023-02-15,2024-06-06
DEV008162,IMEI7099274762,1,1,Maharashtra,0,2023-09-22,2024-07-08
DEV008163,IMEI267083928045,1,1,Delhi,0,2023-09-27,2024-10-24
DEV008164,IMEI462624994449,1,1,Uttar Pradesh,0,2023-10-01,2024-03-28
DEV008165,IMEI695293562447,1,2,Telangana,1,2023-03-05,2024-05-02
DEV008166,IMEI810506763700,1,1,Andhra Pradesh,0,2023-09-03,2024-09-08
DEV008167,IMEI617368776982,1,1,Maharashtra,0,2023-06-01,2024-05-11
DEV008168,IMEI460829220294,1,1,Tamil Nadu,0,2023-04-16,2024-02-01
DEV008169,IMEI426146799314,1,1,West Bengal,0,2023-01-03,2024-06-30
DEV008170,IMEI472095218911,1,1,Uttar Pradesh,0,2023-03-12,2024-01-20
DEV008171,IMEI588355792815,1,1,West Bengal,0,2023-03-18,2024-03-07
DEV008172,IMEI424725426617,1,1,West Bengal,0,2023-03-16,2024-08-11
DEV008173,IMEI790890331631,1,1,Delhi,0,2023-07-03,2024-06-23
DEV008174,IMEI259499252292,1,1,Uttar Pradesh,0,2023-10-04,2024-02-29
DEV008175,IMEI819602465974,1,1,Karnataka,0,2023-02-24,2024-07-13
DEV008176,IMEI284998744907,1,1,Tamil Nadu,0,2023-07-13,2024-10-19
DEV008177,IMEI196756203724,1,1,Karnataka,0,2023-02-11,2024-09-28
DEV008178,IMEI800693539047,1,1,Karnataka,1,2023-03-20,2024-02-12
DEV008179,IMEI37594086097,1,1,West Bengal,0,2023-04-10,2024-10-04
DEV008180,IMEI435802280930,1,1,Uttar Pradesh,0,2023-03-06,2024-08-06
DEV008181,IMEI223734388082,1,1,Gujarat,0,2023-08-31,2024-03-03
DEV008182,IMEI27609410868,1,1,Maharashtra,0,2023-07-04,2024-05-01
DEV008183,IMEI671485404529,1,1,Telangana,0,2023-07-05,2024-03-12
DEV008184,IMEI889316093036,1,1,Rajasthan,0,2023-02-26,2024-04-07
DEV008185,IMEI410757499372,1,1,Karnataka,0,2023-08-07,2024-03-22
DEV008186,IMEI465601201658,1,1,Uttar Pradesh,0,2023-06-14,2024-06-12
DEV008187,IMEI137657397462,1,1,Telangana,0,2023-10-05,2024-02-06
DEV008188,IMEI974091446277,1,1,Gujarat,0,2023-05-28,2024-05-09
DEV008189,IMEI737254812957,1,1,Gujarat,1,2023-10-15,2024-06-09
DEV008190,IMEI481627368931,1,1,Uttar Pradesh,0,2023-04-03,2024-05-08
DEV008191,IMEI336083041436,1,1,West Bengal,0,2023-10-06,2024-09-27
DEV008192,IMEI386061434931,1,1,West Bengal,0,2023-03-30,2024-08-02
DEV008193,IMEI273519935318,1,1,Tamil Nadu,0,2023-09-16,2024-04-13
DEV008194,IMEI341662447507,1,1,Rajasthan,1,2023-04-26,2024-09-06
DEV008195,IMEI179564102933,1,1,Tamil Nadu,1,2023-04-21,2024-06-02
DEV008196,IMEI290435587317,1,1,Tamil Nadu,1,2023-06-28,2024-06-25
DEV008197,IMEI705455438414,1,1,Tamil Nadu,0,2023-06-05,2024-01-30
DEV008198,IMEI818540896712,1,1,Delhi,0,2023-06-14,2024-02-14
DEV008199,IMEI567464892329,1,1,Maharashtra,0,2023-03-30,2024-03-29
DEV008200,IMEI397899372272,1,1,Tamil Nadu,0,2023-05-04,2024-10-16
DEV008201,IMEI747457298753,1,1,Andhra Pradesh,0,2023-02-26,2024-01-05
DEV008202,IMEI626684698150,1,1,Gujarat,0,2023-10-11,2024-02-15
DEV008203,IMEI439431956426,1,1,Telangana,0,2023-07-01,2024-01-19
DEV008204,IMEI579116386649,1,1,Rajasthan,0,2023-02-15,2024-07-31
DEV008205,IMEI130796995610,1,1,Maharashtra,1,2023-05-22,2024-09-15
DEV008206,IMEI328876585196,1,1,Delhi,1,2023-08-08,2024-06-01
DEV008207,IMEI124390901107,1,1,Andhra Pradesh,0,2023-08-23,2024-07-24
DEV008208,IMEI736519743434,1,1,Delhi,0,2023-06-12,2024-08-26
DEV008209,IMEI603940097231,1,1,Karnataka,0,2023-03-11,2024-10-22
DEV008210,IMEI733718286626,1,1,Maharashtra,0,2023-03-14,2024-08-28
DEV008211,IMEI758254008807,1,1,Rajasthan,0,2023-10-04,2024-03-29
DEV008212,IMEI315341584214,1,1,Tamil Nadu,0,2023-10-22,2024-02-03
DEV008213,IMEI531483881447,1,1,Rajasthan,1,2023-09-25,2024-10-01
DEV008214,IMEI402731635558,1,1,Telangana,0,2023-07-12,2024-02-10
DEV008215,IMEI798015561878,1,1,Andhra Pradesh,0,2023-08-11,2024-04-04
DEV008216,IMEI470952682569,1,1,Telangana,0,2023-07-23,2024-10-05
DEV008217,IMEI981057296219,1,1,Tamil Nadu,0,2023-05-17,2024-10-10
DEV008218,IMEI959652441479,1,1,Delhi,0,2023-03-22,2024-07-04
DEV008219,IMEI297115218013,1,1,Andhra Pradesh,0,2023-01-09,2024-09-03
DEV008220,IMEI468084415865,1,1,Karnataka,0,2023-03-31,2024-07-10
DEV008221,IMEI987006274008,1,1,Karnataka,1,2023-05-15,2024-09-28
DEV008222,IMEI79049087674,1,1,Maharashtra,0,2023-06-11,2024-08-28
DEV008223,IMEI642262805629,1,1,Rajasthan,0,2023-02-18,2024-08-28
DEV008224,IMEI795407382014,1,1,Maharashtra,0,2023-02-05,2024-08-12
DEV008225,IMEI732703809334,1,1,Telangana,0,2023-08-24,2024-01-01
DEV008226,IMEI665990231534,1,1,Tamil Nadu,0,2023-09-04,2024-05-30
DEV008227,IMEI412087415587,1,1,Tamil Nadu,0,2023-09-27,2024-02-15
DEV008228,IMEI840237770647,1,1,Telangana,0,2023-08-23,2024-03-08
DEV008229,IMEI212614631208,1,1,Maharashtra,0,2023-01-05,2024-08-20
DEV008230,IMEI540279169136,1,1,Telangana,0,2023-01-18,2024-10-23
DEV008231,IMEI798498057782,1,1,Andhra Pradesh,0,2023-03-03,2024-03-15
DEV008232,IMEI927975084952,1,1,Andhra Pradesh,0,2023-01-31,2024-01-31
DEV008233,IMEI110945994826,1,1,Uttar Pradesh,0,2023-02-02,2024-03-27
DEV008234,IMEI405586319873,1,1,Rajasthan,0,2023-01-02,2024-03-17
DEV008235,IMEI80277908059,1,1,Telangana,0,2023-10-01,2024-06-19
DEV008236,IMEI700333767735,1,1,Rajasthan,0,2023-09-28,2024-09-04
DEV008237,IMEI393843446239,1,1,Tamil Nadu,0,2023-05-23,2024-08-21
DEV008238,IMEI337189632075,1,1,Delhi,0,2023-02-01,2024-05-05
DEV008239,IMEI257051249346,1,1,Rajasthan,0,2023-04-17,2024-07-08
DEV008240,IMEI239304089479,1,1,Rajasthan,0,2023-01-11,2024-01-08
DEV008241,IMEI911039533168,1,1,Tamil Nadu,1,2023-09-12,2024-09-18
DEV008242,IMEI55765290051,1,1,Karnataka,0,2023-07-20,2024-03-08
DEV008243,IMEI785520072063,1,1,Tamil Nadu,0,2023-10-04,2024-05-13
DEV008244,IMEI23883055993,1,1,Karnataka,0,2023-08-18,2024-04-06
DEV008245,IMEI555638996219,1,1,Karnataka,1,2023-04-25,2024-09-18
DEV008246,IMEI675469082332,1,1,Uttar Pradesh,0,2023-02-27,2024-10-02
DEV008247,IMEI65749803818,1,1,Rajasthan,0,2023-04-09,2024-08-16
DEV008248,IMEI637776173704,1,1,Maharashtra,0,2023-04-18,2024-04-21
DEV008249,IMEI759855562464,1,1,Telangana,0,2023-07-26,2024-04-10
DEV008250,IMEI68232029909,1,1,Uttar Pradesh,1,2023-04-16,2024-02-18
DEV008251,IMEI777878687140,1,1,Karnataka,0,2023-07-05,2024-05-27
DEV008252,IMEI820148640748,1,1,Maharashtra,0,2023-05-09,2024-02-07
DEV008253,IMEI648901211674,1,1,Uttar Pradesh,0,2023-04-28,2024-01-14
DEV008254,IMEI123933231405,1,1,Andhra Pradesh,0,2023-07-13,2024-07-25
DEV008255,IMEI991377884856,1,1,Rajasthan,1,2023-07-04,2024-03-21
DEV008256,IMEI957469604480,1,1,Uttar Pradesh,0,2023-05-22,2024-08-01
DEV008257,IMEI845377043566,1,1,Tamil Nadu,1,2023-01-22,2024-10-26
DEV008258,IMEI472590542566,1,1,Rajasthan,0,2023-03-21,2024-01-04
DEV008259,IMEI924950953690,1,1,Andhra Pradesh,0,2023-03-26,2024-03-13
DEV008260,IMEI263078533861,1,1,Delhi,0,2023-01-13,2024-04-04
DEV008261,IMEI174531498486,1,1,Telangana,0,2023-06-20,2024-06-13
DEV008262,IMEI94759153179,1,1,Rajasthan,1,2023-09-16,2024-07-24
DEV008263,IMEI200910909657,1,1,Maharashtra,0,2023-06-23,2024-01-13
DEV008264,IMEI599875186306,1,1,Tamil Nadu,0,2023-04-27,2024-03-30
DEV008265,IMEI96145905123,1,1,Rajasthan,0,2023-05-27,2024-05-30
DEV008266,IMEI497823955194,1,1,Gujarat,0,2023-10-16,2024-07-31
DEV008267,IMEI725355480807,1,1,Delhi,0,2023-08-22,2024-03-22
DEV008268,IMEI430767333989,1,1,Delhi,0,2023-08-04,2024-09-13
DEV008269,IMEI838132910362,1,1,Delhi,1,2023-03-21,2024-01-27
DEV008270,IMEI747941193206,1,1,Telangana,1,2023-08-30,2024-07-13
DEV008271,IMEI643898739587,1,1,Tamil Nadu,1,2023-06-17,2024-06-28
DEV008272,IMEI87300732586,1,1,Gujarat,0,2023-05-15,2024-07-05
DEV008273,IMEI465824065992,1,1,Tamil Nadu,1,2023-03-22,2024-05-08
DEV008274,IMEI983624388767,1,1,Tamil Nadu,0,2023-09-03,2024-07-29
DEV008275,IMEI645415013381,1,1,Gujarat,1,2023-03-17,2024-10-05
DEV008276,IMEI685957842525,1,1,Uttar Pradesh,0,2023-01-11,2024-03-24
DEV008277,IMEI667122042527,1,1,Telangana,0,2023-10-05,2024-10-22
DEV008278,IMEI682801546214,1,1,Rajasthan,0,2023-09-04,2024-03-21
DEV008279,IMEI685265285076,1,1,Tamil Nadu,0,2023-04-29,2024-07-26
DEV008280,IMEI69601113462,1,1,Rajasthan,1,2023-03-12,2024-10-16
DEV008281,IMEI533468233404,1,1,West Bengal,0,2023-05-20,2024-06-26
DEV008282,IMEI264570198534,1,1,Maharashtra,0,2023-02-16,2024-05-23
DEV008283,IMEI580477984375,1,1,Uttar Pradesh,0,2023-02-03,2024-06-03
DEV008284,IMEI876756569580,1,1,West Bengal,0,2023-04-29,2024-07-30
DEV008285,IMEI179050371374,4,2,Andhra Pradesh,0,2023-04-26,2024-04-22
DEV008286,IMEI286057161392,1,1,Maharashtra,0,2023-09-08,2024-08-26
DEV008287,IMEI706947128143,1,1,Maharashtra,0,2023-10-04,2024-06-28
DEV008288,IMEI710827344756,1,1,Uttar Pradesh,0,2023-04-09,2024-04-16
DEV008289,IMEI175332396303,1,1,West Bengal,0,2023-04-12,2024-05-18
DEV008290,IMEI685257164362,1,1,Uttar Pradesh,0,2023-04-07,2024-08-15
